57805.773900,10.151467,24.978380,34.062275,36.752255,-11.174634,-14.357127,-25.784435,64392.451100,9.468145,28.109259,40.396691,43.054302,-12.218706,-15.784860,-29.372503,33054.547900,32.909935,10.596048,13.290719,15.092518,-4.600327,-6.567027,-13.137391,35044.246000,31.440374,11.048450,13.874998,16.056254,-4.780010,-6.865364,-11.957051,5615.273200,3.336922,2.004896,3.293166,3.768270,-1.143398,-1.810424,-2.689039,5550.420000,3.269122,1.939527,3.158740,3.728415,-1.104009,-1.728210,-2.551654,34279.167300,26.387408,12.833080,18.053341,19.813352,-5.641225,-8.820619,-12.672807,38417.326300,26.381500,14.202010,19.985227,22.335740,-6.311305,-10.314397,-15.233799,47111.592800,9.468588,18.665892,23.594629,26.694120,-8.095008,-10.285415,-19.915740,43678.623500,8.278759,15.055332,18.220557,21.093482,-6.898035,-8.687600,-16.652747,25526.886000,29.871313,9.159944,11.665800,13.802090,-4.013440,-5.939962,-8.934059,26145.264000,30.480678,8.618464,10.885189,13.033772,-3.815952,-5.498205,-8.569519,7786.909900,4.673456,2.542422,4.096367,4.935010,-1.500755,-2.386732,-3.606907,9521.171900,5.676487,2.966344,4.567632,5.366023,-1.781718,-2.713386,-4.365654,30682.958400,27.291009,12.360449,16.971614,19.354039,-5.583413,-9.044913,-14.165619,27109.227100,25.919982,10.998007,15.206954,17.012409,-4.848407,-7.703840,-10.628990
46945.721600,12.932770,14.603875,18.744105,19.975729,-8.573084,-11.049896,-16.655231,52825.355500,11.339287,17.435156,24.600923,26.263403,-9.595933,-12.512529,-20.128560,28209.873600,7.181322,8.767704,11.031744,12.974544,-4.222137,-6.023031,-9.597017,30248.040000,7.355096,9.314481,11.821660,13.961331,-4.376571,-6.334102,-10.326088,5265.553700,3.118059,1.822545,3.009385,3.542887,-1.055170,-1.663432,-2.489125,5269.588100,3.082564,1.794375,2.890393,3.531167,-1.038239,-1.576383,-2.547930,28970.263200,6.647609,10.436844,14.592894,16.228523,-5.064831,-7.752254,-11.165188,32828.246600,6.915312,11.639680,16.569271,18.580323,-5.645269,-9.050163,-13.776239,38447.106400,10.064843,11.428729,13.487909,15.778098,-6.327102,-8.036329,-13.980014,36722.091300,9.457927,9.438347,10.460407,12.875125,-5.494627,-6.884921,-13.201448,20210.384700,5.324983,6.694093,8.466307,10.352027,-3.643898,-5.178211,-8.172057,21861.212200,6.582708,6.775978,8.523143,10.599287,-3.487780,-4.833112,-8.861271,7278.814200,3.814659,2.394614,3.854829,4.544155,-1.437558,-2.257880,-3.434775,8972.084700,4.327862,2.764941,4.313630,5.396957,-1.750750,-2.523825,-4.046913,25135.151800,6.042156,9.356960,12.781686,15.001710,-5.012904,-8.126232,-11.620797,22009.298900,5.884856,8.244977,11.231079,12.533903,-4.331158,-6.788503,-10.117644
21258.911100,5.694367,5.213394,7.437073,7.962910,-3.696263,-4.760656,-7.795012,24330.353600,5.675514,6.781337,10.782863,11.471583,-4.235835,-5.563537,-8.893213,26053.483400,4.888996,7.666340,10.150434,11.698592,-4.083696,-5.959896,-10.092719,28530.283700,5.169248,8.382569,11.165758,12.960904,-4.276715,-6.388906,-10.396985,4584.651100,2.631777,1.525441,2.681215,3.151930,-0.966857,-1.525551,-2.259681,4594.750200,2.629790,1.514200,2.619420,3.244208,-0.945431,-1.481918,-2.260159,25029.232400,4.277178,8.267653,11.961642,13.061410,-4.544443,-7.077871,-10.775424,28595.657700,4.500315,9.281731,13.511879,14.838958,-5.061635,-8.248493,-11.760468,19860.231000,5.811440,4.479878,6.204931,6.831535,-3.079344,-3.946099,-7.799194,21265.814900,5.488636,4.049047,5.116730,6.333068,-3.134441,-3.944308,-7.472330,16730.594200,3.502962,5.126894,6.870560,8.644774,-3.362190,-4.907857,-7.815749,19156.640100,4.323292,5.534745,7.307275,8.919490,-3.265798,-4.829458,-7.607276,6728.515800,3.250563,2.076311,3.445268,4.257365,-1.387394,-2.197494,-3.526539,8589.914800,3.705539,2.495692,3.964884,4.868658,-1.722348,-2.607978,-4.081484,20019.032700,3.677633,6.606474,9.488431,10.757784,-4.376494,-7.054006,-10.947777,17570.960500,3.664430,5.863604,8.460640,9.848756,-3.776486,-5.983773,-9.324988
23214.881600,11.516697,5.847876,7.908665,8.544258,-3.672460,-4.700314,-6.812511,26721.023500,12.225635,7.552612,11.424360,12.198207,-4.196499,-5.443459,-8.681547,27592.336000,6.424957,8.651042,11.735744,13.574959,-3.958319,-5.624155,-10.312936,29953.787100,6.681066,9.367493,12.716671,14.235022,-4.126263,-5.865144,-10.436237,4991.702400,3.155926,1.760422,3.348001,4.022411,-0.922090,-1.453104,-2.327311,5045.230700,3.145096,1.759128,3.288328,3.831115,-0.925703,-1.444621,-2.089052,27198.929200,5.977137,9.850391,14.686989,15.872625,-4.435530,-6.828457,-10.553651,30734.874600,6.219664,10.992253,16.258389,17.549389,-4.895188,-7.735498,-11.607219,21712.941700,12.796281,5.088937,6.251240,6.985175,-3.045120,-3.867015,-8.042553,23591.411300,12.776380,4.690170,5.403597,6.232316,-3.099435,-3.884761,-6.948168,17988.693400,4.390957,5.860174,7.866286,9.342056,-3.272087,-4.660144,-7.952308,20728.574700,5.991507,6.386874,8.589172,10.114568,-3.177914,-4.592873,-7.911260,7302.482400,4.000850,2.428882,4.438304,5.204988,-1.340325,-2.113031,-3.334264,9266.776600,4.591621,2.877614,5.005845,5.797607,-1.690207,-2.470549,-4.150403,21956.791100,5.069823,7.966751,11.354213,12.655921,-4.226020,-6.951034,-11.393253,19323.784200,5.024140,7.045189,10.199541,11.566602,-3.691964,-5.893372,-9.389995
27075.983600,13.221492,5.740951,7.753284,8.408527,-4.417660,-5.704922,-9.635020,32261.553200,14.648950,7.468660,11.274014,12.092343,-5.159849,-6.729373,-11.189724,28353.205100,6.571711,8.697428,11.706117,13.253413,-4.398962,-6.163249,-10.944982,30596.069800,6.796202,9.414814,12.778113,14.602898,-4.570045,-6.400121,-10.795592,4930.672400,3.138223,1.722207,3.252660,3.863369,-0.945687,-1.421194,-2.433166,4994.631800,3.123135,1.744716,3.225842,3.999548,-0.938376,-1.367969,-2.328488,28782.818800,6.250126,9.889574,14.749058,15.768610,-5.047537,-7.444099,-10.922203,32389.234300,6.481473,11.061590,16.565530,17.855102,-5.650477,-8.502317,-12.859992,24727.720400,14.539783,4.992511,6.156393,6.945851,-3.604157,-4.536026,-8.316004,24220.779600,13.193172,4.569995,5.307753,6.143783,-3.328163,-4.221370,-6.971215,19620.207000,4.702761,5.861387,7.838906,9.509184,-3.738613,-5.318897,-8.716582,21860.350600,6.273559,6.412799,8.580987,9.851005,-3.582283,-5.079773,-9.403113,7109.280000,3.911214,2.410579,4.401729,5.396289,-1.353523,-2.032286,-3.600727,8933.347200,4.441406,2.869455,4.976481,5.849191,-1.671056,-2.350283,-3.885135,24655.377000,5.572964,8.015654,11.434487,12.546644,-5.012725,-7.964557,-12.127613,21547.712400,5.482274,7.073075,10.243499,11.094657,-4.302714,-6.641282,-10.678867
24114.581500,5.877011,6.333991,9.196417,10.079283,-4.347979,-5.618869,-8.035873,27990.410200,5.646326,8.217854,13.313662,14.435150,-5.030669,-6.474174,-11.816392,22502.583000,3.053560,6.883611,9.273050,11.733471,-4.170109,-5.847298,-10.986451,24467.313500,3.142290,7.510947,10.026910,12.320419,-4.352883,-6.186248,-11.469208,4308.817900,2.461290,1.463489,2.510809,3.108342,-0.904671,-1.430727,-2.148620,4369.638200,2.453674,1.484027,2.522841,3.138110,-0.903536,-1.381110,-2.275100,22887.667000,3.056375,8.026976,11.495584,13.148883,-4.818199,-7.497574,-10.617543,26007.103500,3.150349,9.021058,13.034314,15.978218,-5.316193,-8.387174,-12.700400,21928.122100,5.362897,5.276316,7.223099,7.925422,-3.633386,-4.705776,-7.718488,22157.469200,5.063565,4.702360,5.982426,7.070599,-3.495784,-4.378593,-8.144399,16477.381900,2.991525,5.117867,7.074633,8.820851,-3.579957,-5.024281,-8.153857,16965.297900,2.900502,5.069278,6.820917,8.882387,-3.440226,-4.774265,-8.516452,6295.434800,2.860905,2.048246,3.322597,4.171486,-1.305765,-2.071631,-3.783199,7962.107700,3.144882,2.474548,3.715880,4.631002,-1.619370,-2.358802,-4.043517,19806.565500,3.023935,6.783031,9.967199,11.610690,-4.790792,-7.771122,-13.024384,17298.096700,2.993808,5.914677,8.643405,10.279468,-4.116581,-6.567885,-9.007462
23007.308600,5.777377,5.867194,8.434696,8.986493,-4.110607,-5.216896,-8.261441,26816.324700,5.623480,7.656524,12.398518,13.141503,-4.776210,-6.144708,-10.335525,22159.432700,3.017501,6.727486,8.801646,10.659070,-4.219424,-6.019486,-10.223403,24121.242200,3.105921,7.346207,9.675683,11.428425,-4.407246,-6.373759,-11.495885,4280.184600,2.460624,1.481383,2.521851,3.094854,-0.921517,-1.454045,-2.388919,4362.969800,2.456788,1.496465,2.509312,3.005959,-0.924618,-1.412866,-2.331734,22417.765600,3.006018,7.683741,11.247208,12.632847,-4.814413,-7.386613,-11.361793,25475.794900,3.098959,8.626814,12.687897,15.653498,-5.352165,-8.658892,-12.999486,20937.385200,5.320587,4.955183,6.862977,7.649076,-3.427389,-4.360223,-7.786690,21138.159700,4.984360,4.464902,5.632375,6.508743,-3.295723,-4.122990,-7.570849,16065.655300,2.947640,4.940264,6.762350,8.566802,-3.554687,-5.075608,-8.853829,16661.686600,2.861743,4.899418,6.523995,8.250562,-3.428837,-4.944318,-8.239184,6280.925000,2.869804,2.087604,3.391553,4.096346,-1.337525,-2.110754,-3.748478,7943.610600,3.137607,2.494885,3.779010,4.725530,-1.658089,-2.437126,-4.137758,19270.800800,2.971754,6.469786,9.761565,11.426206,-4.748766,-7.701954,-11.544762,16872.272500,2.946764,5.656526,8.483449,9.963890,-4.097084,-6.387478,-9.639375
22907.404800,5.835492,5.703268,8.134429,8.712462,-4.076121,-5.261322,-7.754405,26708.261200,5.712883,7.435692,11.946302,12.978813,-4.731450,-6.072301,-12.059837,22200.847700,3.014950,6.726117,8.978260,11.230844,-4.230375,-6.022082,-9.554367,24157.146400,3.095166,7.373389,9.871358,11.834206,-4.430640,-6.229858,-10.012384,4292.866700,2.469862,1.483273,2.549508,3.115028,-0.933549,-1.395239,-2.343790,4404.389200,2.480658,1.515661,2.565175,3.127348,-0.931435,-1.373706,-2.354060,22549.327100,3.018582,7.689650,11.163086,12.321919,-4.855379,-7.218686,-10.800908,25526.365200,3.095260,8.590165,12.466449,13.833560,-5.432028,-8.061416,-13.113057,20899.398500,5.414260,4.830041,6.654860,7.420605,-3.404306,-4.294886,-7.030183,21054.742700,5.036117,4.353293,5.470991,6.417314,-3.282250,-4.150074,-7.329686,16122.804700,2.952642,4.923857,6.657199,8.035240,-3.564343,-5.010550,-8.552523,16678.852500,2.855646,4.893839,6.488677,8.226031,-3.448285,-4.807971,-8.347802,6326.878200,2.879257,2.105949,3.413628,4.276854,-1.366786,-2.033542,-3.057657,8050.898000,3.177228,2.531592,3.895911,4.850162,-1.671535,-2.368918,-3.884356,19344.348600,2.975546,6.415420,9.494770,11.060028,-4.773855,-7.445335,-11.735887,16897.106400,2.948737,5.639220,8.393566,9.850489,-4.107109,-6.451234,-9.310806
23010.614800,5.832717,5.777159,8.243027,8.815385,-4.114225,-5.263668,-8.704112,26808.163100,5.703929,7.510034,12.050848,12.822453,-4.779568,-6.069619,-9.688227,22155.131900,3.016320,6.709579,8.929828,11.065129,-4.264558,-6.080569,-10.171228,24175.201200,3.102502,7.338993,9.716242,11.739904,-4.470184,-6.322312,-12.399413,4294.725600,2.479985,1.481561,2.548162,3.151222,-0.932399,-1.459066,-2.216264,4393.943600,2.481237,1.512867,2.564434,3.103597,-0.933045,-1.415557,-2.291042,22605.974600,3.032260,7.719162,11.267603,12.786549,-4.850323,-7.467808,-11.786924,25637.945300,3.119966,8.676345,12.707798,14.564253,-5.441832,-8.410685,-14.451297,20936.812500,5.389650,4.868830,6.690887,7.466252,-3.426581,-4.350253,-8.228732,21177.404800,5.028118,4.400531,5.506623,6.498112,-3.298228,-4.196091,-7.918247,16129.205000,2.956758,4.934548,6.754783,8.559672,-3.593406,-5.060417,-7.839210,16700.854500,2.862224,4.908875,6.581859,8.842285,-3.474701,-4.841627,-8.455577,6358.232900,2.890202,2.106178,3.472129,4.144558,-1.370245,-2.151751,-3.240377,8064.129400,3.190926,2.513918,3.933371,4.740250,-1.689604,-2.460811,-3.960476,19364.412100,2.978625,6.471213,9.580615,11.303186,-4.805723,-7.770194,-11.412882,16937.715800,2.951887,5.654424,8.429799,9.599166,-4.107987,-6.379407,-9.915038
22962.513200,5.806844,5.770065,8.255794,8.946143,-4.053778,-5.147377,-7.938192,26668.320800,5.670509,7.465489,11.997531,12.909812,-4.701935,-6.009158,-9.280044,22124.692300,3.019074,6.772514,9.093824,11.425813,-4.239559,-6.231175,-9.984142,24085.974600,3.100093,7.375555,9.883702,11.756550,-4.429277,-6.487367,-11.558695,4265.996600,2.480157,1.484946,2.614274,3.170484,-0.928263,-1.491897,-2.234998,4392.669900,2.492489,1.524832,2.604070,3.288287,-0.936481,-1.502198,-2.380577,22539.028300,3.032734,7.784958,11.210547,13.221462,-4.847876,-7.721831,-10.412918,25572.667000,3.127802,8.701025,12.468793,14.092401,-5.406801,-8.587128,-11.871085,20873.540600,5.373454,4.863283,6.695853,7.396851,-3.379884,-4.337477,-7.774649,21183.853500,5.017751,4.405021,5.574966,6.502574,-3.277138,-4.110154,-7.533562,16095.662100,2.958858,4.960771,6.797372,8.482391,-3.569671,-5.164636,-8.250815,16675.516600,2.864018,4.950315,6.641220,8.731982,-3.459348,-5.020610,-7.861715,6328.486100,2.898052,2.119239,3.535352,4.480590,-1.371407,-2.142041,-3.638768,8063.124000,3.203398,2.536450,3.946492,4.713191,-1.685449,-2.551137,-4.215965,19307.695300,2.983521,6.487494,9.596432,11.313006,-4.805561,-7.762329,-11.327996,16909.222600,2.958448,5.679060,8.439062,9.678929,-4.134396,-6.502964,-10.561352
